donor,recipient,distance,timetransmission,contacttype,simid
0.1.1,0.1.1.1,0.006,1987.374971024685,G,22
0.1.1,0.1.1.2,0.002,2138.8177629213455,F,22
0.2.1,0.2.1.1,0.03,275.22972202211,G,22
0.2.2,0.2.2.1,0.007,600.1714284696814,G,22
0.2.3,0.2.3.1,0.012,2221.5954422142754,H,22
0.2.3,0.2.3.2,0.008,2438.935265647499,G,22
0.2.3,0.2.3.3,0.007,2650.7348616063127,G,22
0.2.3,0.2.3.4,0.007,3110.4132805562153,G,22
0.3.1,0.3.1.1,0.005,3978.7082011249468,G,22
0.1.1.1,0.1.1.1.1,0.01,2170.5256693203232,G,22
0.2.2.1,0.2.2.1.1,0.017,1029.4713841703165,G,22
0.2.2.1,0.2.2.1.2,0.005,1323.5467739001963,G,22
0.2.2.1,0.2.2.1.3,0.006,3709.5036790811578,G,22
0.2.2.1,0.2.2.1.4,0.001,4265.522079081463,G,22
0.3.1.1,0.3.1.1.1,Inf,4271.195057599124,G,22
0.3.1.1,0.3.1.1.2,0.008,5241.733304421653,F,22
0,0.1,0.0,226.83754394341923,G,31
0.1,0.1.1,0.004,490.29698093095135,G,31
0.1,0.1.2,0.004,836.2116797040932,F,31
0.1.1,0.1.1.1,0.006,1404.9785670525523,F,31
0.1.1.1,0.1.1.1.1,0.005,3206.3700652056623,G,31
0,0.1,0.004,116.58970509981305,G,32
0.1,0.1.1,0.002,411.069826997924,H,32
0.1.1,0.1.1.1,0.004,1339.1088040265422,G,32
0.1.1,0.1.1.2,0.003,1434.149838173735,G,32
0,0.1,0.01,163.70934930316295,F,38
0,0.2,0.002,171.41354562985723,G,38
0,0.3,0.003,687.3110249322883,G,38
0,0.4,0.01,2115.9652036028074,F,38
0.1,0.1.1,0.002,1836.9091849536371,F,38
0.1,0.1.2,0.008,1902.175112604169,G,38
0.1.1,0.1.1.1,Inf,2049.4047802929003,F,38
0.1.1.1,0.1.1.1.1,Inf,2176.523329098433,G,38
0.1.1.1,0.1.1.1.2,Inf,2753.880084579491,G,38
0.1.1.1,0.1.1.1.3,Inf,3730.2464999830686,F,38
0.1.1.1,0.1.1.1.4,Inf,3788.194867363827,F,38
0,0.1,0.019,231.59927771493656,G,39
0.1,0.1.1,0.002,1711.3566016372188,G,39
0,0.1,0.003,188.57295451937858,G,40
0,0.1,0.005,58.32701823735097,G,41
0,0.2,0.007,206.6051969440456,G,41
0,0.3,0.009,307.5218166110521,G,41
0.1,0.1.1,0.0,842.7684699731856,G,41
0.3,0.3.1,0.008,2650.2527185922972,G,41
0.3,0.3.2,0.01,2652.5747038544073,G,41
0.1.1,0.1.1.1,0.005,1174.3951222811236,F,41
0.3.1,0.3.1.1,0.0,2763.700375078134,G,41
0.3.2,0.3.2.1,0.001,2841.7574681075553,F,41
0.3.2.1,0.3.2.1.1,0.001,2841.9388926833003,F,41
0,0.1,0.003,610.7106406211412,G,43
0,0.1,0.002,223.37363422106682,G,44
0,0.1,0.002,1210.4452640491654,F,50
0,0.2,0.001,1513.2940534422803,F,50
0,0.1,0.015,12.54464475676656,H,53
0,0.2,0.002,445.26019692530986,G,53
0.1,0.1.1,0.002,875.1046127200545,F,53
0.2,0.2.1,0.004,797.2707268505976,F,53
0,0.1,0.009,560.8431213213013,F,54
0.1,0.1.1,0.011,1954.7318536109865,F,54
0.1.1,0.1.1.1,0.012,2453.734330883302,F,54
0,0.1,0.008,122.53955899553996,H,56
0,0.1,0.007,138.09908568467853,G,57
0,0.2,0.007,728.8422714969355,G,57
0.1,0.1.1,0.013,657.4581080229345,H,57
0.2,0.2.1,0.007,731.0457218256252,G,57
0.2.1,0.2.1.1,0.003,935.547625593617,H,57
0.2.1,0.2.1.2,0.002,1004.3810682074942,H,57
0,0.1,0.007,26.39619381927437,G,59
0,0.2,0.0,978.3256359227039,G,59
0,0.1,0.002,1028.6603966162902,G,60
0,0.1,0.001,564.0701834987084,G,61
0,0.1,0.002,424.7095873636037,H,66
0.1,0.1.1,0.01,1178.757718171186,H,66
0.1.1,0.1.1.1,0.004,1261.916571375218,H,66
0.1.1,0.1.1.2,0.005,2414.5015481634373,H,66
0,0.1,0.0,77.88795125225289,F,67
0,0.2,0.01,105.28766892299971,G,67
0.2,0.2.1,Inf,1067.213728268954,G,67
0.2.1,0.2.1.1,Inf,1433.0976956223594,F,67
0,0.1,0.003,48.36894644550628,H,70
0.1,0.1.1,0.002,112.58838005390184,F,70
0.1,0.1.2,0.002,347.6017623232827,H,70
0.1,0.1.3,0.002,519.6054543453719,H,70
0.1,0.1.4,0.005,606.4738654856693,G,70
0.1.2,0.1.2.1,0.0,353.4824364036252,G,70
0,0.1,0.0,111.35859559261247,G,72
0,0.1,0.008,253.09422334566224,G,73
0.1,0.1.1,0.002,2146.1541155600776,G,73
0,0.1,0.008,346.9708863825492,F,77
0,0.2,0.005,451.54548826289664,F,77
0,0.1,0.0,9.297791129099192,F,78
0,0.2,0.004,181.96150096375501,G,78
0,0.3,0.005,279.0859997421045,G,78
0,0.4,0.0,307.4706027877846,G,78
0,0.5,0.006,371.62736026063385,G,78
0,0.6,0.003,672.6432482692767,G,78
0.4,0.4.1,0.0,358.07545614939295,F,78
0.4,0.4.2,0.0,542.6895608875578,F,78
0.5,0.5.1,Inf,497.3963981143183,H,78
0.5,0.5.2,0.008,542.5742366268053,G,78
0.5,0.5.3,0.019,609.21808235577,G,78
0.5,0.5.4,0.007,1188.6367114748052,G,78
0.5,0.5.5,0.009,1267.803902382043,G,78
0.5,0.5.6,0.005,2156.804559690149,G,78
0.6,0.6.1,0.003,758.8036789131312,G,78
0.5.1,0.5.1.1,Inf,732.5730130192919,H,78
0.5.1,0.5.1.2,Inf,1414.6346139176899,H,78
0.5.1,0.5.1.3,Inf,1921.5262533582368,G,78
0.5.3,0.5.3.1,0.009,660.3360366872257,G,78
0.5.3,0.5.3.2,Inf,1753.2483635622118,G,78
0.5.4,0.5.4.1,0.003,1609.6020526993977,G,78
0.5.6,0.5.6.1,0.009,2213.88593689132,H,78
0.5.1.2,0.5.1.2.1,0.006,1758.4768761841883,F,78
0.5.1.3,0.5.1.3.1,0.002,1971.9064507310009,F,78
0.5.1.3,0.5.1.3.2,0.002,2295.2767437380044,G,78
0.5.3.1,0.5.3.1.1,0.016,1119.9441584041485,F,78
0.5.3.1,0.5.3.1.2,0.008,2110.8058719315636,G,78
0.5.3.1,0.5.3.1.3,0.009,2606.522588936604,F,78
0.5.3.1,0.5.3.1.4,0.003,3468.072522272174,G,78
0.5.3.1,0.5.3.1.5,0.003,3513.4502251020863,F,78
0.5.3.2,0.5.3.2.1,Inf,1796.9487015112602,G,78
0.5.4.1,0.5.4.1.1,0.002,2055.0751582028456,G,78
0,0.1,0.01,810.4484670723153,G,79
0.1,0.1.1,0.005,1125.9835408172755,G,79
0.1,0.1.2,Inf,2015.3040346754708,G,79
0.1.1,0.1.1.1,0.009,1234.713078135712,F,79
0.1.1,0.1.1.2,0.003,1379.2468358625672,F,79
0.1.1.1,0.1.1.1.1,0.007,2135.7017237867135,G,79
0,0.1,0.004,145.61191245707784,H,81
0,0.2,0.008,503.1019036627778,H,81
0.2,0.2.1,0.007,653.27855684264,F,81
0.2,0.2.2,Inf,2006.472784081346,H,81
0.2,0.2.3,0.006,2888.240200693183,G,81
0.2,0.2.4,0.007,2978.435402113155,F,81
0.2,0.2.5,0.002,3331.6957224958687,G,81
0.2.2,0.2.2.1,Inf,2024.9813871978615,F,81
0.2.5,0.2.5.1,Inf,3353.931781154522,G,81
0.2.2.1,0.2.2.1.1,0.013,2375.5184917254287,F,81
0,0.1,0.001,4.625733887168272,F,82
0,0.2,0.003,532.5779549724015,G,82
0.1,0.1.1,0.01,149.30489565826866,H,82
0.1,0.1.2,0.004,1491.1939503613485,H,82
0.2,0.2.1,0.006,575.2590478226102,F,82
0.1.1,0.1.1.1,0.006,211.20334677924126,F,82
0.1.1,0.1.1.2,0.004,2044.7261858147385,F,82
0.1.1,0.1.1.3,0.002,2266.961012895283,F,82
0.2.1,0.2.1.1,0.016,783.9827994092243,F,82
0.2.1,0.2.1.2,0.003,1229.0531028728767,G,82
0.2.1,0.2.1.3,0.005,2055.126095628294,F,82
0.1.1.1,0.1.1.1.1,0.001,305.4634958436873,F,82
0.1.1.1,0.1.1.1.2,0.0,839.9638034765713,F,82
0.1.1.2,0.1.1.2.1,0.008,2595.7589727388395,F,82
0.2.1.2,0.2.1.2.1,0.0,1355.3830761456716,G,82
0,0.1,0.009,22.60889960066838,F,83
0,0.1,0.004,1060.2483442700818,G,86
0,0.1,Inf,198.66249285915057,G,89
0,0.2,Inf,1510.6525638304722,G,89
0.1,0.1.1,0.007,494.5240425896005,G,89
0.1,0.1.2,0.007,578.8719552106909,F,89
0.2,0.2.1,0.004,1605.6684728544813,G,89
0.2,0.2.2,0.002,1993.8611371891805,G,89
0.1.1,0.1.1.1,0.004,717.0003562082221,F,89
0.1.1,0.1.1.2,0.011,1264.8984757914036,F,89
0.1.2,0.1.2.1,0.001,764.7128428386781,H,89
0.1.2,0.1.2.2,0.007,986.4512750360402,G,89
0.1.2,0.1.2.3,0.001,1467.4824647251107,F,89
0.2.1,0.2.1.1,Inf,1782.5863005264653,G,89
0.2.2,0.2.2.1,0.0,2056.2779784748504,G,89
0.1.1.2,0.1.1.2.1,0.017,1468.1575126985479,F,89
0.1.2.1,0.1.2.1.1,0.007,851.0923661787148,H,89
0.1.2.2,0.1.2.2.1,0.013,1184.231600339808,G,89
0.1.2.2,0.1.2.2.2,0.011,1231.1911979393312,G,89
0.1.2.3,0.1.2.3.1,0.001,1746.2754446608951,F,89
0.2.1.1,0.2.1.1.1,Inf,2501.6550156594362,G,89
0.2.1.1,0.2.1.1.2,Inf,4080.293065568805,G,89
0,0.1,0.006,507.16292446079615,F,93
0.1,0.1.1,0.009,564.0078246426049,G,93
0.1,0.1.2,0.014,700.614134181752,F,93
0.1,0.1.3,0.019,1805.4428942939649,F,93
0.1.3,0.1.3.1,0.006,4179.406075998017,F,93
0.1.3,0.1.3.2,0.005,5346.888415521188,F,93
0.1.3.1,0.1.3.1.1,Inf,4188.013835345698,H,93
0,0.1,0.012,243.57219371808088,H,94
0,0.1,0.005,150.13577589853298,G,96
0,0.2,0.0,272.8362411095073,G,96
0.1,0.1.1,0.006,168.04821439346364,F,96
0.1.1,0.1.1.1,0.001,1687.606941163059,F,96
0,0.1,0.002,928.6947454724495,G,98
0,0.1,0.009,27.176158931396586,F,99
0,0.2,0.008,145.51483627887674,G,99
0,0.3,0.005,480.76956567920985,G,99
0,0.4,0.005,2201.534431429556,F,99
0.1,0.1.1,0.002,892.6669076245938,F,99
0.3,0.3.1,0.009,497.0566627572623,G,99
0.4,0.4.1,0.018,2373.791800083438,F,99
0.1.1,0.1.1.1,0.008,1096.898805614124,F,99
0.3.1,0.3.1.1,Inf,1398.9087381633506,G,99
0.4.1,0.4.1.1,0.008,2982.569644187503,F,99
0.1.1.1,0.1.1.1.1,0.005,1297.3113862459204,F,99
0.4.1.1,0.4.1.1.1,0.0,3095.4491391598763,F,99
0,0.1,0.009,314.6522277782012,G,100
0,0.2,0.002,601.7570836540159,G,100
0.1,0.1.1,0.003,1838.3858884575122,G,100
0,0.1,Inf,193.19913224230103,G,103
0,0.2,Inf,935.8614730666566,G,103
0,0.3,Inf,1737.9984072833747,G,103
0,0.4,Inf,1913.6997740628967,G,103
0.1,0.1.1,0.007,968.6779056437049,G,103
0.1,0.1.2,0.004,1185.5447725461026,G,103
0.2,0.2.1,0.008,1564.034624148393,G,103
0.4,0.4.1,0.007,2252.6542488537025,F,103
0.1.1,0.1.1.1,0.007,1284.469513837134,G,103
0.1.1,0.1.1.2,0.007,2197.078145913257,F,103
0.1.1,0.1.1.3,0.007,2691.6126141630175,F,103
0.1.2,0.1.2.1,0.009,1319.452850664307,G,103
0.1.2,0.1.2.2,0.0,2086.2122705743586,G,103
0.1.1.1,0.1.1.1.1,0.011,1372.6952126851538,F,103
0.1.1.1,0.1.1.1.2,0.002,1831.6933062434741,G,103
0.1.1.1,0.1.1.1.3,0.0,2446.8521429207767,G,103
0.1.1.3,0.1.1.3.1,0.002,3417.515276013036,F,103
0,0.1,0.006,96.05814136820884,G,104
0,0.1,Inf,2064.2549446314256,G,105
0.1,0.1.1,0.004,2067.7361454334737,G,105
0.1,0.1.2,0.008,2298.54393529878,G,105
0.1,0.1.3,Inf,2964.974478941317,H,105
0.1.1,0.1.1.1,0.002,2167.3224493752914,G,105
0.1.1,0.1.1.2,0.009,2173.496723260199,G,105
0.1.1,0.1.1.3,0.003,2182.8466710457305,G,105
0.1.2,0.1.2.1,0.009,2490.84373464444,G,105
0.1.3,0.1.3.1,Inf,3085.161873992175,F,105
0.1.3,0.1.3.2,Inf,3884.2763412832355,F,105
0.1.3,0.1.3.3,Inf,4293.681055303234,F,105
0.1.3,0.1.3.4,Inf,4856.70916923376,F,105
0.1.3,0.1.3.5,Inf,5044.132512463098,F,105
0.1.1.2,0.1.1.2.1,0.007,3877.039466311629,F,105
0.1.1.2,0.1.1.2.2,0.003,5478.17553744631,G,105
0.1.1.3,0.1.1.3.1,0.004,2658.057854540015,G,105
0.1.2.1,0.1.2.1.1,Inf,3419.4392987068964,H,105
0.1.3.2,0.1.3.2.1,0.0,4675.627135308326,F,105
0.1.3.2,0.1.3.2.2,0.005,4960.502687556854,F,105
0.1.3.4,0.1.3.4.1,0.003,4858.945643589519,F,105
0,0.1,0.004,27.46495584789922,G,106
0,0.1,0.005,124.51439550787626,G,108
0,0.1,0.002,0.4667655714848625,F,110
0.1,0.1.1,0.002,100.11182342861987,F,110
0.1,0.1.2,0.006,318.04017092108387,F,110
0.1.2,0.1.2.1,0.002,2485.3104702569667,F,110
0,0.1,0.0,2102.695533773771,G,112
0.1,0.1.1,0.005,2130.2143558358907,G,112
0.1.1,0.1.1.1,0.007,2397.6169845438894,G,112
0.1.1,0.1.1.2,0.008,2686.30486623443,G,112
0.1.1.1,0.1.1.1.1,0.008,2566.2999076094943,G,112
0.1.1.2,0.1.1.2.1,0.001,4083.596805104127,G,112
0,0.1,0.005,203.39597387562424,G,113
0,0.2,0.001,2980.035824319897,F,113
0.2,0.2.1,Inf,3008.958563528104,F,113
0.2.1,0.2.1.1,Inf,3910.363167971026,F,113
0,0.1,0.003,143.4197536428177,F,114
0.1,0.1.1,0.002,643.6681559156683,F,114
0,0.1,Inf,0.7543965937978635,F,115
0,0.1,0.005,142.71432107758466,G,116
0.1,0.1.1,0.0,194.11917535386138,H,116
0.1.1,0.1.1.1,0.003,697.329878849719,H,116
0,0.1,Inf,112.00700352885521,G,121
0,0.2,Inf,345.9437992471491,G,121
0,0.3,Inf,816.378346859057,G,121
0.1,0.1.1,0.004,304.80208968568456,F,121
0,0.1,Inf,192.5340874943008,G,122
0,0.2,Inf,772.274722058247,G,122
0,0.1,0.01,541.7118333341144,F,125
0,0.2,0.0,2108.9829449312556,F,125
0.2,0.2.1,0.012,3334.9315791745144,H,125
0.2.1,0.2.1.1,0.008,3417.749913082725,H,125
0.2.1,0.2.1.2,0.015,4442.154438686417,H,125
0,0.1,0.011,116.82979042822946,G,126
0,0.1,0.001,285.986018236424,G,127
0,0.2,0.003,482.6887174009925,G,127
0,0.3,0.0,836.0642977465495,G,127
0.2,0.2.1,0.0,573.9430274056667,G,127
0.2,0.2.2,0.006,618.0711664790696,G,127
0.2.2,0.2.2.1,0.004,1468.0295539335118,G,127
0.2.2.1,0.2.2.1.1,0.007,1491.7996640218105,H,127
0.2.2.1,0.2.2.1.2,0.008,2654.8465415247742,G,127
0,0.1,0.0,111.31784386607973,G,130
0,0.1,0.009,79.37302128493704,F,131
0.1,0.1.1,0.002,2236.6318317228097,F,131
0,0.1,0.002,577.3492418523607,G,132
0,0.2,0.004,697.7634751762348,G,132
0,0.3,0.004,862.5694697041998,F,132
0.2,0.2.1,0.01,747.7712634241785,F,132
0.2.1,0.2.1.1,0.011,2858.383718457808,F,132
0.2.1,0.2.1.2,0.007,2972.3039775057578,F,132
0.2.1.1,0.2.1.1.1,0.012,3307.158341347783,F,132
0.2.1.2,0.2.1.2.1,0.008,3253.701018603119,H,132
0,0.1,0.015,685.418659566166,G,137
0,0.1,0.006,29.733590958149733,F,138
0,0.2,0.004,1148.9085784080419,G,138
0.1,0.1.1,0.001,47.624074357045636,G,138
0.2,0.2.1,0.006,1258.7118295271518,G,138
0.2,0.2.2,0.004,2309.555878067377,F,138
0.2,0.2.3,0.008,3643.93375629357,F,138
0.2.2,0.2.2.1,0.004,2782.2295407795073,F,138
0.2.2,0.2.2.2,0.011,2810.7546945716704,G,138
0.2.3,0.2.3.1,0.001,3725.115970450436,G,138
0.2.3,0.2.3.2,0.022,4048.9419858730234,G,138
0.2.3,0.2.3.3,0.009,4145.508266501027,G,138
0.2.2.1,0.2.2.1.1,0.003,2935.8018717829927,H,138
0.2.3.3,0.2.3.3.1,0.017,4254.161761838435,G,138
0.2.3.3,0.2.3.3.2,0.003,4931.265842801739,G,138
0,0.1,0.003,192.6386606539803,F,141
0.1,0.1.1,Inf,1023.4556499495803,F,141
0,0.1,0.004,24.145971147734382,F,143
0,0.2,0.008,1767.3146185686992,G,143
0.2,0.2.1,0.006,3034.430767722488,G,143
0.2,0.2.2,0.005,3105.848778038859,G,143
0.2,0.2.3,0.012,3190.5762739998727,G,143
0.2,0.2.4,0.007,3608.564484426366,F,143
0.2,0.2.5,0.006,3950.1459247807957,G,143
0.2,0.2.6,0.004,4640.85252273628,F,143
0.2.5,0.2.5.1,0.004,4255.8942136985015,F,143
0.2.5,0.2.5.2,0.005,4420.802374908397,G,143
0.2.5.2,0.2.5.2.1,0.006,4831.320708053929,G,143
0.2.5.2,0.2.5.2.2,0.012,5030.564888745642,G,143
0,0.1,0.005,84.65177563051436,G,148
0.1,0.1.1,0.006,2016.4553018419617,G,148
0.1.1,0.1.1.1,0.01,2346.5745462404134,G,148
0.1.1,0.1.1.2,0.008,3644.8825468770133,G,148
0.1.1,0.1.1.3,0.002,4124.832070364785,G,148
0.1.1.2,0.1.1.2.1,0.008,3805.905929644632,G,148
0.1.1.2,0.1.1.2.2,0.005,4768.820701706395,G,148
0.1.1.2,0.1.1.2.3,0.003,4794.637833515718,G,148
0,0.1,0.012,78.96724151057647,G,149
0.1,0.1.1,Inf,526.6955150976976,G,149
0.1,0.1.2,0.0,1960.1163385224565,H,149
0.1.2,0.1.2.1,0.004,2006.665193479378,F,149
0,0.1,0.006,944.8526191372434,G,151
0,0.1,0.006,287.759215637209,G,153
0,0.2,0.0,1330.577328617685,G,153
0,0.1,0.004,84.36229533895666,G,154
0,0.2,0.003,167.92402013927918,G,154
0.1,0.1.1,0.003,1825.8086847576433,G,154
0.2,0.2.1,0.003,466.04459317152225,G,154
0.1.1,0.1.1.1,0.005,1850.4630010879725,F,154
0.2.1,0.2.1.1,0.002,531.5789225722108,F,154
0.1.1.1,0.1.1.1.1,0.019,1855.046470967283,F,154
0.2.1.1,0.2.1.1.1,0.001,551.2388821726319,F,154
0,0.1,Inf,1284.5382949779903,G,156
0,0.2,Inf,2961.5363898251658,G,156
0.2,0.2.1,0.009,3000.600952449851,G,156
0.2.1,0.2.1.1,Inf,4623.069222975626,G,156
0.2.1.1,0.2.1.1.1,Inf,5519.6019182450955,G,156
0,0.1,0.014,176.08573727835173,G,158
0,0.2,0.003,195.67528511577703,F,158
0,0.3,0.007,474.11892098624674,G,158
0,0.4,0.004,846.934237253766,F,158
0.1,0.1.1,0.005,269.6990855553017,F,158
0.1,0.1.2,0.008,365.08081227940136,G,158
0.4,0.4.1,0.0,913.9646913317174,F,158
0.4,0.4.2,0.003,1077.5826117298286,G,158
0.1.1,0.1.1.1,Inf,653.2821122699993,F,158
0.1.2,0.1.2.1,0.012,374.62376644874615,H,158
0.1.2,0.1.2.2,0.003,632.2462825494287,F,158
0.1.2,0.1.2.3,0.001,941.6725492620816,F,158
0.1.2,0.1.2.4,0.002,1283.5331846488011,F,158
0.4.1,0.4.1.1,0.004,1210.5505473623302,H,158
0.1.1.1,0.1.1.1.1,Inf,1276.4212876734778,F,158
0.1.1.1,0.1.1.1.2,Inf,2550.0350097136024,F,158
0,0.1,0.006,1110.3319667968804,G,160
0,0.1,Inf,149.01388416584766,G,161
0.1,0.1.1,Inf,3039.545496663822,G,161
0.1.1,0.1.1.1,0.008,3226.3051161663925,F,161
0.1.1,0.1.1.2,0.002,3245.749779691248,G,161
0.1.1.2,0.1.1.2.1,0.006,3493.1792857499995,G,161
0.1.1.2,0.1.1.2.2,Inf,3513.8570207632297,F,161
0,0.1,0.002,70.11936646588406,G,163
0.1,0.1.1,0.004,307.3634896456519,G,163
0.1,0.1.2,0.005,437.0844324870821,F,163
0.1.2,0.1.2.1,0.004,949.1592854822325,G,163
0.1.2,0.1.2.2,0.005,2250.916255507514,G,163
0.1.2.1,0.1.2.1.1,0.007,1222.6511631358753,G,163
0.1.2.2,0.1.2.2.1,0.003,2492.8235073756373,G,163
0,0.1,0.008,76.74743469271199,G,164
0,0.2,Inf,171.27436836361585,F,164
0.1,0.1.1,0.003,1304.4634853503683,G,164
