donor,recipient,distance,timetransmission,contacttype,simid
0.1.2.1,0.1.2.1.4,0.005,2301.5079106218564,G,14
0.1.2.1,0.1.2.1.5,0.005,3219.1376776446923,G,14
0.1.1.1.1,0.1.1.1.1.1,0.0,2011.1428368994334,F,14
0.1.1.1.1,0.1.1.1.1.2,0.008,2219.188037104265,F,14
0.1.2.1.2,0.1.2.1.2.1,0.002,1837.798778045396,F,14
0.1.2.1.4,0.1.2.1.4.1,0.003,2352.2725031705518,G,14
0.1.1.1.1.2,0.1.1.1.1.2.1,0.009,3882.2926929619066,F,14
0.1.2.1.4.1,0.1.2.1.4.1.1,0.003,2696.3116847083697,G,14
0,0.1,0.016,133.23832029014693,G,15
0,0.2,0.003,620.8590928621373,F,15
0,0.1,0.001,1201.73930638452,G,17
0.1,0.1.1,0.007,1229.5696251552067,G,17
0.1.1,0.1.1.1,0.003,1906.1751239406747,G,17
0.1.1,0.1.1.2,0.002,1950.7951374778245,G,17
0.1.1.1,0.1.1.1.1,0.003,4019.126100108109,G,17
0.1.1.2,0.1.1.2.1,0.017,2206.4407168854577,G,17
0.1.1.2.1,0.1.1.2.1.1,0.022,3806.6285268726238,G,17
0.1.1.2.1,0.1.1.2.1.2,0.003,6889.073736985227,G,17
0,0.1,0.006,4.622821775197829,G,18
0.1,0.1.1,0.004,310.45920307257353,G,18
0.1,0.1.2,0.002,733.676581913412,F,18
0.1.1,0.1.1.1,0.007,400.9915186599482,F,18
0.1.1,0.1.1.2,0.001,502.14120125383914,H,18
0.1.1,0.1.1.3,0.0,700.8847305304205,F,18
0,0.1,0.002,5.725780422214038,G,23
0,0.1,0.02,65.68563198934875,F,25
0,0.2,0.005,192.4758824392706,F,25
0,0.3,0.0,547.7181352849055,F,25
0.1,0.1.1,0.016,970.7561950990361,F,25
0.1.1,0.1.1.1,0.005,979.1801460333803,F,25
0.1.1.1,0.1.1.1.1,0.002,3137.8739851767464,F,25
0.1.1.1,0.1.1.1.2,0.004,3175.049090107003,F,25
0.1.1.1.2,0.1.1.1.2.1,0.007,3209.983741210501,F,25
0,0.1,0.007,299.7884762531894,G,26
0.1,0.1.1,0.007,378.6300784356325,F,26
0.1,0.1.2,0.005,413.79106149711487,F,26
0.1.2,0.1.2.1,0.001,1746.2304702403908,F,26
0,0.1,0.002,214.3726311725013,G,27
0,0.1,0.001,347.07012253729914,G,28
0,0.2,0.002,952.5648771192823,G,28
0,0.3,0.006,1249.8261306301001,G,28
0.3,0.3.1,0.012,1335.2670992124479,G,28
0.3,0.3.2,0.008,1397.4321160610305,G,28
0,0.1,0.001,436.5081297918736,G,29
0,0.2,0.0,649.8125012318663,G,29
0.1,0.1.1,0.002,664.4376818818447,G,29
0.1,0.1.2,0.0,1113.9370794267081,G,29
0.1,0.1.3,0.0,1166.5117215900461,G,29
0.2,0.2.1,0.003,929.2679872854882,G,29
0.1.3,0.1.3.1,Inf,1385.9838125767774,F,29
0.2.1,0.2.1.1,0.005,944.2210596867787,G,29
0.2.1,0.2.1.2,0.008,946.9263755548621,G,29
0.2.1,0.2.1.3,0.007,1135.029712990772,F,29
0.2.1.1,0.2.1.1.1,0.006,1341.1264623523266,G,29
0.2.1.2,0.2.1.2.1,0.01,1586.1610324105618,G,29
0.2.1.2,0.2.1.2.2,0.008,1819.9389563175891,G,29
0.2.1.3,0.2.1.3.1,Inf,1751.8129764188975,F,29
0.2.1.1.1,0.2.1.1.1.1,0.0,2286.7926774445405,F,29
0.2.1.1.1,0.2.1.1.1.2,0.007,2591.492633378492,G,29
0.2.1.1.1,0.2.1.1.1.3,0.005,2816.042072854735,F,29
0.2.1.2.1,0.2.1.2.1.1,0.002,1600.0812401776689,G,29
0.2.1.2.1,0.2.1.2.1.2,0.006,2191.239274203033,F,29
0.2.1.1.1.3,0.2.1.1.1.3.1,0.0,3519.426783970746,F,29
0.2.1.2.1.2,0.2.1.2.1.2.1,0.004,2318.066427692654,H,29
0.2.1.2.1.2,0.2.1.2.1.2.2,0.005,3522.6063538780427,F,29
0,0.1,0.023,1142.0095515298283,G,30
0,0.2,0.005,1753.7999851733484,G,30
0,0.3,0.012,2233.696653734371,G,30
0.1,0.1.1,0.016,1217.6847618762993,G,30
0.1,0.1.2,0.007,3116.0214191802784,G,30
0.1,0.1.3,Inf,3715.232911920335,G,30
0.1,0.1.4,0.002,4966.757734670035,G,30
0.2,0.2.1,0.001,1866.1538823072185,G,30
0.2,0.2.2,0.002,1918.8022121825957,H,30
0.1.1,0.1.1.1,0.007,1389.930336708792,H,30
0.1.1,0.1.1.2,0.002,1809.2566690192996,H,30
0.1.1,0.1.1.3,0.005,1865.798429628282,H,30
0.1.1,0.1.1.4,0.002,2418.3661863767243,G,30
0.1.2,0.1.2.1,0.007,3302.3454483475834,F,30
0.1.2,0.1.2.2,0.002,3495.536458456192,G,30
0.1.2,0.1.2.3,0.004,3651.5530705659658,G,30
0.1.2,0.1.2.4,0.0,4104.739605839791,F,30
0.1.2,0.1.2.5,0.002,4243.497443808788,G,30
0.1.3,0.1.3.1,Inf,5876.646328924366,G,30
0.1.3,0.1.3.2,Inf,5920.657527045252,G,30
0.1.3,0.1.3.3,Inf,6753.524180407341,F,30
0.1.3,0.1.3.4,Inf,6915.913021204355,G,30
0.1.1.2,0.1.1.2.1,Inf,2141.9147273549434,F,30
0.1.2.5,0.1.2.5.1,0.015,4262.210813522542,G,30
0.1.2.5,0.1.2.5.2,0.009,4642.446685256482,G,30
0.1.3.1,0.1.3.1.1,Inf,5994.279122643455,G,30
0.1.3.3,0.1.3.3.1,0.006,6906.638076021698,G,30
0.1.3.3,0.1.3.3.2,Inf,8443.821948703633,G,30
0.1.3.3,0.1.3.3.3,0.004,9148.406953661806,F,30
0.1.3.4,0.1.3.4.1,0.001,8157.734055561655,G,30
0.1.1.2.1,0.1.1.2.1.1,Inf,3056.939800679418,G,30
0.1.2.5.1,0.1.2.5.1.1,0.004,5006.452829756165,G,30
0.1.2.5.2,0.1.2.5.2.1,0.015,6374.918788516446,F,30
0.1.3.1.1,0.1.3.1.1.1,Inf,6346.594564143506,G,30
0.1.3.1.1,0.1.3.1.1.2,Inf,7083.654874275028,G,30
0.1.3.1.1,0.1.3.1.1.3,Inf,7288.452475593992,G,30
0.1.3.3.2,0.1.3.3.2.1,Inf,8623.893703116024,G,30
0.1.3.3.2,0.1.3.3.2.2,Inf,10618.878891753367,F,30
0.1.3.4.1,0.1.3.4.1.1,0.003,8301.669948415809,G,30
0.1.3.4.1,0.1.3.4.1.2,0.001,8389.175273848863,F,30
0.1.2.5.2.1,0.1.2.5.2.1.1,0.006,6470.988866245666,G,30
0.1.2.5.2.1,0.1.2.5.2.1.2,0.012,6800.400797144931,G,30
0.1.2.5.2.1,0.1.2.5.2.1.3,0.008,6873.441354348629,G,30
0.1.2.5.2.1,0.1.2.5.2.1.4,0.004,8620.245825465874,G,30
0.1.2.5.2.1,0.1.2.5.2.1.5,0.004,8981.555428535708,G,30
0.1.3.1.1.3,0.1.3.1.1.3.1,Inf,7451.050097568848,G,30
0.1.3.1.1.3,0.1.3.1.1.3.2,0.007,7645.440505746333,G,30
0.1.3.3.2.2,0.1.3.3.2.2.1,0.007,10652.430264048795,G,30
0.1.3.4.1.1,0.1.3.4.1.1.1,0.008,8647.223903459259,G,30
0,0.1,0.007,1111.4135112215386,F,33
0,0.1,0.006,3.695774276591611,G,37
0,0.1,Inf,755.1125214821905,G,39
0,0.1,0.006,161.8674801687263,G,42
0,0.1,0.001,221.1199514294388,G,44
0.1,0.1.1,0.007,255.36158164321276,G,44
0.1.1,0.1.1.1,0.005,455.101058396567,G,44
0.1.1,0.1.1.2,0.002,794.158357361236,G,44
0.1.1.1,0.1.1.1.1,0.019,523.2149121992712,F,44
0.1.1.1,0.1.1.1.2,0.005,531.2863775100374,F,44
0.1.1.1,0.1.1.1.3,0.001,694.9023359410836,G,44
0.1.1.2,0.1.1.2.1,0.003,1516.5168485384302,G,44
0.1.1.1.2,0.1.1.1.2.1,0.016,582.7836323220884,F,44
0.1.1.1.3,0.1.1.1.3.1,Inf,861.0770789277187,G,44
0.1.1.1.3,0.1.1.1.3.2,0.001,984.2061280597521,F,44
0.1.1.1.2.1,0.1.1.1.2.1.1,0.02,762.5921286693545,G,44
0.1.1.1.2.1,0.1.1.1.2.1.2,0.005,2090.006867489315,F,44
0.1.1.1.2.1,0.1.1.1.2.1.3,Inf,2785.191247546638,G,44
0.1.1.1.2.1,0.1.1.1.2.1.4,0.007,2882.286291136201,F,44
0.1.1.1.2.1,0.1.1.1.2.1.5,0.004,3020.066953194552,G,44
0.1.1.1.3.1,0.1.1.1.3.1.1,Inf,871.1215515895118,H,44
0.1.1.1.3.1,0.1.1.1.3.1.2,Inf,928.9830970333862,G,44
0.1.1.1.3.1,0.1.1.1.3.1.3,Inf,1225.4911936150233,G,44
0.1.1.1.3.1,0.1.1.1.3.1.4,Inf,2470.5318361245168,G,44
0,0.1,0.006,853.9508507383698,G,46
0,0.1,0.017,1309.5305932904694,G,47
0,0.2,0.017,3254.928756935322,G,47
0,0.3,0.012,3704.389973024744,G,47
0,0.4,Inf,4031.2154030670727,G,47
0,0.5,0.005,5720.164226169559,G,47
0,0.6,0.006,5759.10082684723,G,47
0,0.7,0.006,6140.709606636549,G,47
0,0.8,0.01,6203.699070893159,H,47
0,0.9,0.002,6812.989913218057,G,47
0.3,0.3.1,0.001,4530.5131728742645,G,47
0.3,0.3.2,0.001,5250.428311947747,G,47
0.4,0.4.1,Inf,4153.443150679435,G,47
0.7,0.7.1,0.008,6228.367631399163,F,47
0.7,0.7.2,0.0,7706.054050304511,G,47
0.8,0.8.1,0.013,6479.5927345044265,H,47
0.8,0.8.2,0.002,6973.161221721428,G,47
0.8,0.8.3,0.014,7027.048803983781,G,47
0.8,0.8.4,0.008,7931.705830435068,G,47
0.9,0.9.1,0.004,7185.684278198519,F,47
0.3.1,0.3.1.1,0.001,4758.70778566847,G,47
0.4.1,0.4.1.1,Inf,4225.467589739603,F,47
0.7.1,0.7.1.1,0.015,6504.117486564649,G,47
0.7.1,0.7.1.2,0.004,7168.839804136554,F,47
0.8.1,0.8.1.1,Inf,6698.104192494839,F,47
0.3.1.1,0.3.1.1.1,0.002,4845.806244163935,G,47
0.7.1.1,0.7.1.1.1,0.004,6968.722660180968,G,47
0,0.1,0.003,108.5448149089189,G,48
0,0.2,0.002,262.59289007715506,G,48
0.2,0.2.1,0.003,423.02220821221124,G,48
0,0.1,0.007,1366.1163934718938,G,49
0.1,0.1.1,0.008,2271.794141065874,G,49
0.1,0.1.2,0.003,2570.10484747686,F,49
0.1.1,0.1.1.1,0.0,2291.123548299423,G,49
0.1.2,0.1.2.1,0.013,2645.958125235177,F,49
0.1.2,0.1.2.2,0.003,3069.8078026257467,H,49
0.1.1.1,0.1.1.1.1,0.005,2837.268354631707,G,49
0.1.2.2,0.1.2.2.1,0.002,3200.5739246644584,H,49
0.1.1.1.1,0.1.1.1.1.1,0.009,3065.6240507304287,G,49
0.1.1.1.1,0.1.1.1.1.2,0.001,3837.964836985072,G,49
0.1.1.1.1,0.1.1.1.1.3,0.002,4253.216797832906,G,49
0.1.2.2.1,0.1.2.2.1.1,0.002,4053.222539307604,G,49
0.1.1.1.1.1,0.1.1.1.1.1.1,0.004,3282.021035109097,G,49
0.1.1.1.1.1,0.1.1.1.1.1.2,0.001,3299.7266201501343,G,49
0.1.1.1.1.1,0.1.1.1.1.1.3,0.002,3664.062210762828,H,49
0.1.2.2.1.1,0.1.2.2.1.1.1,0.004,4357.39903353588,F,49
0.1.2.2.1.1,0.1.2.2.1.1.2,0.012,5274.22405488316,G,49
0,0.1,0.011,74.37804860308816,G,51
0,0.1,0.007,228.05088913740235,G,52
0,0.2,0.013,386.6974647222729,G,52
0,0.3,0.001,628.9022530754808,G,52
0,0.4,0.0,1800.3043814324058,G,52
0.1,0.1.1,0.0,242.3893579489216,F,52
0.1,0.1.2,0.008,684.6854569113839,H,52
0.1,0.1.3,0.0,1270.1087743213627,F,52
0.2,0.2.1,0.018,604.3936856311631,G,52
0.3,0.3.1,0.005,762.8006917624239,G,52
0.3,0.3.2,0.0,1978.49693340104,H,52
0.1.3,0.1.3.1,0.004,1667.2084037169318,G,52
0.2.1,0.2.1.1,Inf,1021.2343630948862,G,52
0.2.1.1,0.2.1.1.1,Inf,2694.7273060870493,G,52
0,0.1,0.012,31.63262554748094,G,54
0,0.2,0.01,874.2211424109179,G,54
0,0.3,0.004,1889.507781506175,H,54
0.1,0.1.1,0.005,251.2787450649635,G,54
0.2,0.2.1,0.002,2559.6699923553983,G,54
0.3,0.3.1,0.003,1928.4553452401635,F,54
0.3,0.3.2,0.007,1933.9330512556185,F,54
0.3,0.3.3,0.009,3142.848832973102,F,54
0.3.3,0.3.3.1,0.017,3314.955966255935,F,54
0.3.3,0.3.3.2,0.002,4981.043230604503,F,54
0,0.1,0.001,165.123037217328,G,57
0,0.1,0.004,117.42676810090965,G,58
0,0.2,0.011,598.89467421452,F,58
0.2,0.2.1,0.01,1202.8443924206663,F,58
0,0.1,0.005,7.216820748971843,G,59
0.1,0.1.1,Inf,262.8350278840114,G,59
0.1,0.1.2,0.004,470.38503419586146,G,59
0.1,0.1.3,0.006,969.3635002743207,G,59
0.1.1,0.1.1.1,Inf,2396.49305044343,G,59
0.1.1.1,0.1.1.1.1,0.006,2434.1938177714646,G,59
0.1.1.1,0.1.1.1.2,0.003,2899.340680516015,G,59
0.1.1.1.2,0.1.1.1.2.1,0.001,2976.2944778802944,G,59
0.1.1.1.2.1,0.1.1.1.2.1.1,0.002,3043.4064573320966,G,59
0,0.1,0.012,112.87204464079922,G,62
0.1,0.1.1,0.01,782.6389655811042,G,62
0.1.1,0.1.1.1,0.003,1161.662114954672,G,62
0.1.1,0.1.1.2,0.002,1835.4050864758867,G,62
0.1.1.1,0.1.1.1.1,0.007,1242.9078527461784,H,62
0.1.1.1.1,0.1.1.1.1.1,0.003,1272.8503741819607,F,62
0.1.1.1.1,0.1.1.1.1.2,0.005,1409.5101730412066,H,62
0,0.1,0.006,49.213499745624446,G,63
0,0.2,0.003,196.92683586567313,G,63
0,0.3,Inf,943.5538933411856,G,63
0,0.4,0.002,2021.7483035959629,G,63
0,0.5,0.002,2031.4429670694453,G,63
0.1,0.1.1,0.007,314.87866826304423,G,63
0.1,0.1.2,0.008,360.9688660830553,G,63
0.2,0.2.1,0.006,642.147096579398,G,63
0.3,0.3.1,Inf,1289.1329222920679,H,63
0.3,0.3.2,Inf,1862.9655191764512,H,63
0.3,0.3.3,Inf,3081.473175597469,G,63
0.4,0.4.1,0.003,2346.4537467861346,F,63
0.5,0.5.1,0.005,2565.3362893571116,G,63
0.3.1,0.3.1.1,0.003,2682.274567996937,F,63
0.4.1,0.4.1.1,Inf,2476.2255957699385,F,63
0.4.1,0.4.1.2,0.001,2613.3746099484997,F,63
0.4.1,0.4.1.3,0.002,3009.56443690898,F,63
0.4.1.1,0.4.1.1.1,Inf,7004.2242070856,F,63
0.4.1.2,0.4.1.2.1,0.002,2734.159844666967,H,63
0.4.1.3,0.4.1.3.1,0.005,3106.573866981406,F,63
0,0.1,0.008,344.1884240279882,H,64
0,0.2,0.001,786.1788219921409,G,64
0.2,0.2.1,0.012,1092.828760062988,G,64
0.2.1,0.2.1.1,0.003,2192.6367851567447,G,64
0,0.1,0.008,31.633742915395707,G,65
0,0.2,0.017,224.12601439893209,G,65
0,0.3,0.006,493.3183911761277,F,65
0.2,0.2.1,0.004,533.2578542032458,G,65
0.2,0.2.2,0.001,1290.038869464721,G,65
0.3,0.3.1,0.004,582.8902169478494,F,65
0.2.1,0.2.1.1,Inf,817.2786966368591,G,65
0.3.1,0.3.1.1,Inf,868.61392872845,G,65
0.3.1,0.3.1.2,0.008,937.03358202661,G,65
0.2.1.1,0.2.1.1.1,Inf,1163.8265367236543,G,65
0.2.1.1,0.2.1.1.2,Inf,1550.1275648749436,G,65
0.2.1.1,0.2.1.1.3,Inf,2006.094214592434,G,65
0.2.1.1,0.2.1.1.4,Inf,2931.8907370025004,G,65
0.2.1.1,0.2.1.1.5,Inf,3077.3754151617213,G,65
0.3.1.1,0.3.1.1.1,Inf,1800.155189316529,F,65
0.3.1.1,0.3.1.1.2,Inf,2792.4278179731605,G,65
0.3.1.1,0.3.1.1.3,Inf,3206.682996313586,F,65
0.3.1.2,0.3.1.2.1,0.009,1073.0130398036504,G,65
0.2.1.1.2,0.2.1.1.2.1,0.004,2373.354645997949,H,65
0.2.1.1.2,0.2.1.1.2.2,Inf,5161.222243460757,H,65
0.2.1.1.4,0.2.1.1.4.1,0.006,2989.2586034415262,G,65
0.2.1.1.4,0.2.1.1.4.2,0.004,3018.140613937295,G,65
0.2.1.1.4,0.2.1.1.4.3,0.008,3193.7040601309923,G,65
0.2.1.1.5,0.2.1.1.5.1,0.01,4427.46800909606,G,65
0.2.1.1.5,0.2.1.1.5.2,0.003,5879.431560296818,G,65
0.3.1.1.1,0.3.1.1.1.1,0.001,3588.3782531746924,H,65
0.3.1.2.1,0.3.1.2.1.1,0.005,2316.3510856231314,G,65
0.2.1.1.2.1,0.2.1.1.2.1.1,0.007,2389.4449676667614,H,65
0.2.1.1.2.2,0.2.1.1.2.2.1,Inf,5221.686531857384,G,65
0.2.1.1.2.2,0.2.1.1.2.2.2,Inf,7154.312961885693,G,65
0.2.1.1.4.1,0.2.1.1.4.1.1,0.013,2998.2320023151956,G,65
0.2.1.1.4.1,0.2.1.1.4.1.2,0.014,3049.396865408467,G,65
0.2.1.1.4.2,0.2.1.1.4.2.1,0.01,3292.3218346433355,F,65
0.2.1.1.4.2,0.2.1.1.4.2.2,0.001,3333.5897691834434,F,65
0.2.1.1.4.2,0.2.1.1.4.2.3,0.003,3577.8187563200463,F,65
0.2.1.1.4.3,0.2.1.1.4.3.1,0.018,3343.927601772355,G,65
0.2.1.1.4.3,0.2.1.1.4.3.2,0.005,3632.179600003422,G,65
0.2.1.1.4.3,0.2.1.1.4.3.3,0.004,3756.296394985875,G,65
0.2.1.1.4.3,0.2.1.1.4.3.4,0.006,4338.246294671672,G,65
0.2.1.1.5.1,0.2.1.1.5.1.1,Inf,4479.74243656592,G,65
0.2.1.1.5.1,0.2.1.1.5.1.2,0.012,4560.94269511797,G,65
0.2.1.1.5.2,0.2.1.1.5.2.1,0.002,6274.916236270165,G,65
0.3.1.2.1.1,0.3.1.2.1.1.1,0.001,3671.002997897346,G,65
0,0.1,0.0,726.527101552376,G,66
0.1,0.1.1,0.003,775.7534115208833,G,66
0.1.1,0.1.1.1,0.004,1482.0421767655362,G,66
0,0.1,0.001,38.413343636658944,G,68
0,0.1,Inf,300.7712342995372,G,69
0,0.1,0.006,391.5605280941673,G,70
0.1,0.1.1,0.007,656.3237062280991,G,70
0.1,0.1.2,0.004,1546.3486189767962,G,70
0.1.2,0.1.2.1,0.007,2155.293248970746,G,70
0,0.1,0.017,375.82650622905055,F,71
0,0.2,0.016,412.82527048009115,G,71
0,0.3,0.012,534.6719022160496,G,71
0,0.4,0.001,2103.9660704213875,G,71
0,0.5,0.005,2183.018925125172,F,71
0,0.6,0.0,2555.2315409989565,G,71
0.2,0.2.1,0.005,2060.430618895482,G,71
0.2.1,0.2.1.1,0.0,4544.161469420684,G,71
0,0.1,0.008,442.2775488216067,G,72
0,0.1,0.0,814.4405944730339,G,74
0,0.1,Inf,229.70743815657568,G,75
0,0.1,0.014,5.631045438573353,G,79
0.1,0.1.1,0.005,38.1658541784395,G,79
0.1,0.1.2,0.002,1788.938080450484,G,79
0.1,0.1.3,0.007,2014.1893498616876,G,79
0.1.1,0.1.1.1,0.008,407.4902445362418,G,79
0.1.3,0.1.3.1,0.006,2656.6448545274666,G,79
0.1.3.1,0.1.3.1.1,0.012,3432.0453646697697,F,79
0,0.1,0.007,1977.103248975718,G,80
0,0.2,0.011,2025.5904548219007,H,80
0,0.3,0.008,4323.7691173061785,G,80
0.1,0.1.1,0.001,2507.595309380084,G,80
0.2,0.2.1,0.0,3389.9491999762467,G,80
0.3,0.3.1,0.007,5656.211612474448,G,80
0.2.1,0.2.1.1,0.002,3528.732542231544,G,80
0.2.1,0.2.1.2,Inf,4160.926255097127,G,80
0.3.1,0.3.1.1,0.009,5727.398261835998,F,80
0.3.1,0.3.1.2,0.011,7798.241466255393,G,80
0.2.1.1,0.2.1.1.1,0.011,3704.4359513542954,G,80
0.2.1.1,0.2.1.1.2,0.006,5280.927545240717,G,80
0.2.1.1.1,0.2.1.1.1.1,0.026,3865.5775771494204,F,80
0.2.1.1.1,0.2.1.1.1.2,Inf,6288.670632514933,G,80
0.2.1.1.1,0.2.1.1.1.3,0.001,6300.473272493536,F,80
0.2.1.1.2,0.2.1.1.2.1,0.007,6227.195288174041,H,80
0.2.1.1.2,0.2.1.1.2.2,0.007,6234.691728386462,G,80
0.2.1.1.1.2,0.2.1.1.1.2.1,Inf,7505.27176638228,G,80
0.2.1.1.2.1,0.2.1.1.2.1.1,0.002,6352.270557848772,F,80
0,0.1,0.003,600.7359400020728,F,81
0,0.1,0.002,166.01770056997427,G,82
0.1,0.1.1,0.013,287.22565983498424,G,82
0.1.1,0.1.1.1,0.0,1339.339963655836,G,82
0.1.1.1,0.1.1.1.1,0.007,1405.3996748644029,G,82
0.1.1.1.1,0.1.1.1.1.1,0.005,1782.7436932034598,G,82
0.1.1.1.1.1,0.1.1.1.1.1.1,0.006,1849.1571477409532,G,82
0,0.1,Inf,113.92751310503118,G,83
0,0.2,Inf,2639.6640666707235,G,83
0,0.3,Inf,3400.306304901439,G,83
0.1,0.1.1,0.006,134.36673038670887,G,83
0.1,0.1.2,0.002,690.0921283791631,G,83
0.3,0.3.1,0.013,3415.125935813475,G,83
0.3,0.3.2,0.0,4361.938458201684,G,83
0.1.2,0.1.2.1,0.006,730.5716757764592,G,83
0.3.1,0.3.1.1,0.025,3500.4157481515795,F,83
0.3.1,0.3.1.2,0.004,6776.6291264543415,G,83
0.3.1,0.3.1.3,0.015,6991.997877812255,G,83
0.3.2,0.3.2.1,0.003,4413.580897313822,F,83
0.3.2,0.3.2.2,Inf,4621.315725874172,F,83
0.1.2.1,0.1.2.1.1,0.007,1561.6142634806624,F,83
0.3.1.1,0.3.1.1.1,0.006,4321.5786644758355,F,83
0.3.1.2,0.3.1.2.1,0.003,6781.332579879835,G,83
0.3.2.2,0.3.2.2.1,Inf,5042.7561910008135,F,83
0.3.2.2,0.3.2.2.2,Inf,5391.671550960972,F,83
0.1.2.1.1,0.1.2.1.1.1,0.009,1697.5651659130494,F,83
0.3.1.1.1,0.3.1.1.1.1,0.002,4970.521376182575,F,83
0.3.2.2.1,0.3.2.2.1.1,0.001,5232.1704820725845,G,83
0.3.2.2.1,0.3.2.2.1.2,0.004,5469.852319416951,F,83
0.3.2.2.1.1,0.3.2.2.1.1.1,0.006,6436.762833579922,G,83
0.3.2.2.1.2,0.3.2.2.1.2.1,0.011,5977.835259490613,H,83
0.3.2.2.1.2,0.3.2.2.1.2.2,0.004,6378.67882832393,F,83
0.3.2.2.1.2,0.3.2.2.1.2.3,0.0,7075.274005573197,H,83
0,0.1,0.0,1589.0375555092282,G,93
0.1,0.1.1,0.003,1771.6693058206904,F,93
0.1,0.1.2,0.0,2032.7624845094012,H,93
0,0.1,0.003,178.46941910808206,G,94
0,0.1,0.009,440.02149648689635,H,96
0,0.1,Inf,1536.9618738794213,G,98
0,0.1,0.007,38.669965683267755,G,99
0,0.2,Inf,213.98104326902367,G,99
0,0.3,Inf,262.5005675314971,G,99
0,0.4,0.0,421.7175888176537,G,99
0,0.5,0.005,508.02894176095947,G,99
0.2,0.2.1,Inf,509.84438485056364,G,99
0.3,0.3.1,Inf,306.2523212698162,G,99
0.3.1,0.3.1.1,0.017,317.5127826830961,G,99
0.3.1,0.3.1.2,0.01,1425.150771599246,G,99
0.3.1.1,0.3.1.1.1,0.004,3108.7158330351144,F,99
0.3.1.1,0.3.1.1.2,0.003,3570.1792671747758,F,99
0.3.1.1.2,0.3.1.1.2.1,0.006,3890.1206601774206,G,99
0.3.1.1.2.1,0.3.1.1.2.1.1,0.008,4379.43509217266,G,99
0,0.1,0.005,1902.7175854839525,F,100
0,0.1,Inf,26.265097099368763,G,102
0,0.2,0.006,144.94454497591056,F,102
0.2,0.2.1,0.007,1413.3903529641736,F,102
0,0.1,0.0,96.84855873429366,G,103
0,0.1,Inf,1579.039055611731,G,105
0.1,0.1.1,Inf,2697.267319018773,G,105
0,0.1,0.006,238.99331273222325,G,108
0,0.1,0.005,276.90634105381343,G,109
0,0.1,0.008,23.89276597157238,F,110
0,0.2,Inf,25.570665459978848,F,110
0,0.3,0.007,79.23934184088803,G,110
0,0.4,0.007,167.60011213335986,G,110
0,0.5,0.0,392.1811150865584,G,110
0.2,0.2.1,Inf,1140.4721765377776,G,110
0.3,0.3.1,0.008,280.4365336716813,G,110
0.3,0.3.2,0.019,651.2980915158154,G,110
0.3,0.3.3,0.006,1849.6903259123403,F,110
0.3,0.3.4,0.002,1933.9139775089786,F,110
0.3,0.3.5,0.005,2067.6260826922467,G,110
0.4,0.4.1,0.007,296.13591648637276,G,110
0.4,0.4.2,Inf,1370.0686286653936,F,110
