donor,recipient,distance,timetransmission,contacttype,simid
0.1,0.1.1,0.0,289.4339038795762,G,30
0.1.1,0.1.1.1,0.005,326.64018535118345,F,30
0.1.1.1,0.1.1.1.1,0.009,375.6805224030127,G,30
0.1.1.1,0.1.1.1.2,0.004,791.2778021692117,F,30
0.1.1.1,0.1.1.1.3,0.005,1106.4846538543275,H,30
0.1.1.1,0.1.1.1.4,0.005,1543.22980056249,H,30
0,0.1,0.009,1271.7904536964272,G,34
0.1,0.1.1,0.006,2135.042823815526,F,34
0.1.1,0.1.1.1,0.006,3325.277427261311,F,34
0.1.1,0.1.1.2,0.008,4051.8356876664056,G,34
0.1.1,0.1.1.3,0.015,4225.235357038806,F,34
0.1.1.1,0.1.1.1.1,0.001,3387.373841313571,F,34
0.1.1.2,0.1.1.2.1,0.012,4681.338622216212,G,34
0,0.1,Inf,1321.881939509384,H,38
0.1,0.1.1,Inf,1770.4277871893694,H,38
0,0.1,0.002,238.87217045120985,F,42
0.1,0.1.1,0.008,474.0439664821018,F,42
0,0.1,0.001,1174.810512491815,F,48
0,0.1,0.008,330.59767157478507,G,50
0,0.2,0.004,967.4502511103848,G,50
0,0.3,0.004,1890.1311297271714,G,50
0.1,0.1.1,0.003,701.2049504803945,F,50
0.2,0.2.1,0.001,1079.7998390984762,H,50
0.2,0.2.2,0.002,1299.652162782777,G,50
0.2.1,0.2.1.1,0.002,1753.209621485769,F,50
0,0.1,0.0,194.14471431017708,G,53
0.1,0.1.1,0.005,379.7550238571687,G,53
0.1,0.1.2,0.005,448.3789772361037,G,53
0.1.1,0.1.1.1,0.004,458.56057934347456,F,53
0.1.2,0.1.2.1,0.001,1312.0467005617845,G,53
0.1.2,0.1.2.2,Inf,2348.4751212632,G,53
0,0.1,0.006,3266.550341883804,G,54
0,0.2,0.001,3643.6316552954236,G,54
0.1,0.1.1,0.015,3295.682671613229,G,54
0,0.1,0.004,515.87794063874,G,55
0,0.2,0.001,583.9507401928847,G,55
0.2,0.2.1,0.005,779.3113220833462,G,55
0.2,0.2.2,0.005,974.8255730721196,G,55
0.2.1,0.2.1.1,0.014,870.1195332129704,G,55
0.2.1,0.2.1.2,0.005,1003.958115251957,G,55
0.2.1,0.2.1.3,0.001,2326.5751283624363,F,55
0.2.2,0.2.2.1,0.0,1656.8478153635854,H,55
0.2.1.2,0.2.1.2.1,0.003,1235.953108000424,G,55
0.2.1.3,0.2.1.3.1,0.009,2965.966475463512,G,55
0,0.1,0.007,981.2902777155389,F,57
0,0.2,0.0,3128.135198288781,G,57
0,0.1,0.004,26.49020134536273,G,58
0.1,0.1.1,0.0,247.23265896833158,H,58
0.1,0.1.2,0.003,746.3397671482184,G,58
0.1.2,0.1.2.1,0.01,1095.2746558966562,G,58
0.1.2.1,0.1.2.1.1,0.002,1290.9000252524736,G,58
0,0.1,0.001,173.7446944533146,G,59
0.1,0.1.1,0.002,504.87172015685184,G,59
0,0.1,Inf,680.766396838326,G,60
0,0.1,0.008,364.29545101562366,F,61
0.1,0.1.1,0.01,1208.9017850577634,F,61
0,0.1,0.005,551.6492033650305,F,62
0,0.2,0.003,779.6646021728909,G,62
0,0.3,0.003,800.7406006119108,F,62
0,0.4,Inf,1322.0418941521853,F,62
0.4,0.4.1,Inf,2096.139001745704,F,62
0.4,0.4.2,Inf,2860.0826697248904,F,62
0.4,0.4.3,Inf,4100.548908475773,F,62
0.4.1,0.4.1.1,0.0,2473.2489232276716,F,62
0.4.2,0.4.2.1,0.003,3588.904865192748,F,62
0.4.2,0.4.2.2,0.001,4150.219075179975,G,62
0,0.1,0.007,2125.624537713607,G,64
0,0.1,0.002,104.9564020028221,G,65
0.1,0.1.1,Inf,350.842751372763,G,65
0.1.1,0.1.1.1,Inf,390.03433530714767,G,65
0.1.1,0.1.1.2,Inf,621.4582130729319,G,65
0.1.1,0.1.1.3,Inf,889.1096033941898,F,65
0.1.1,0.1.1.4,Inf,1415.69238117802,F,65
0.1.1.2,0.1.1.2.1,0.005,960.9650168766443,H,65
0.1.1.4,0.1.1.4.1,0.011,2205.403238017252,F,65
0,0.1,0.002,1449.7270199246673,G,68
0.1,0.1.1,0.01,1758.1492531545694,G,68
0.1.1,0.1.1.1,Inf,1838.755807314348,G,68
0.1.1,0.1.1.2,0.004,1852.266006478429,F,68
0.1.1,0.1.1.3,0.016,2212.0753081624052,G,68
0.1.1.3,0.1.1.3.1,0.005,3551.382269679052,G,68
0,0.1,0.008,443.13272878043546,G,69
0,0.2,0.007,889.3983735086065,G,69
0,0.3,0.0,1541.6695957116956,G,69
0,0.1,Inf,1517.4220419798125,G,70
0.1,0.1.1,Inf,2915.168813048642,G,70
0.1,0.1.2,Inf,4150.076756278212,G,70
0,0.1,0.001,278.75541552799075,G,71
0,0.1,0.016,32.71300581413577,F,72
0,0.2,0.002,40.01653545425666,G,72
0.2,0.2.1,Inf,60.332920698821646,F,72
0,0.1,0.002,34.67522534771577,G,74
0,0.1,0.006,23.822162197052243,F,75
0,0.2,0.014,125.31468272688399,G,75
0,0.3,0.002,1000.2173116640022,F,75
0.2,0.2.1,0.008,180.8355134049614,G,75
0.2,0.2.2,0.009,185.35768819856528,F,75
0.2,0.2.3,0.003,562.7444178473881,G,75
0.3,0.3.1,0.014,1315.3058246279531,G,75
0.2.2,0.2.2.1,0.012,379.04559847889254,F,75
0.2.2,0.2.2.2,0.006,538.1153137501444,F,75
0.2.2.1,0.2.2.1.1,0.006,455.01414294141205,F,75
0.2.2.1,0.2.2.1.2,0.002,1530.8568276987705,G,75
0.2.2.2,0.2.2.2.1,0.0,677.9793090204139,F,75
0,0.1,0.006,153.5470539103643,G,80
0.1,0.1.1,0.011,304.208310774523,G,80
0.1,0.1.2,0.003,840.9097301770759,G,80
0.1,0.1.3,0.004,1312.4677233423638,G,80
0.1.1,0.1.1.1,0.011,796.855727981707,G,80
0.1.1,0.1.1.2,0.004,1952.3086855337076,F,80
0.1.3,0.1.3.1,0.006,1625.9806471596976,F,80
0.1.1.1,0.1.1.1.1,0.001,826.9242163553774,G,80
0.1.1.1,0.1.1.1.2,0.004,1386.9566827936674,H,80
0.1.1.2,0.1.1.2.1,0.005,2321.3597701046247,F,80
0.1.1.2,0.1.1.2.2,0.002,2399.9582527116468,H,80
0.1.1.2,0.1.1.2.3,0.005,2644.400137012959,F,80
0.1.1.2,0.1.1.2.4,0.003,2966.1988753279516,F,80
0,0.1,0.002,1079.8390748351665,G,85
0,0.2,Inf,1878.4767758617254,G,85
0.1,0.1.1,0.002,1291.4625033355637,G,85
0,0.1,Inf,308.4521265082578,G,86
0,0.2,0.0,1276.8344214294546,G,86
0,0.1,0.001,289.5677608016271,F,88
0,0.2,0.001,1162.8295832204105,G,88
0.1,0.1.1,0.001,372.7490477846295,G,88
0,0.1,0.009,1231.9332594598834,G,90
0.1,0.1.1,Inf,1326.424463769372,G,90
0.1,0.1.2,0.007,1742.76305183345,G,90
0.1.2,0.1.2.1,0.005,3181.902554237877,G,90
0,0.1,Inf,272.8512967996173,F,92
0,0.1,0.002,229.89389327500817,G,93
0,0.2,0.002,419.32748943879886,G,93
0,0.3,0.003,976.6795955684687,G,93
0.2,0.2.1,0.001,523.4727853848499,G,93
0.3,0.3.1,0.005,1144.316887854188,G,93
0,0.1,Inf,553.3645754469114,G,95
0,0.2,Inf,617.8509256425232,G,95
0,0.3,Inf,904.201657712982,F,95
0.2,0.2.1,Inf,681.8087277934652,G,95
0,0.1,0.003,409.5201911527518,G,96
0.1,0.1.1,0.01,504.5814725348136,F,96
0.1,0.1.2,0.007,1192.1991441457994,G,96
0.1,0.1.3,0.009,2406.2885810854677,G,96
0.1,0.1.4,0.006,2919.658672519319,F,96
0.1.2,0.1.2.1,0.001,1333.7060719189155,F,96
0.1.3,0.1.3.1,0.006,2947.0210876037086,F,96
0.1.3,0.1.3.2,0.018,4219.191271170607,G,96
0.1.4,0.1.4.1,0.02,2985.051259429966,F,96
0.1.4,0.1.4.2,0.018,3148.3715391539276,F,96
0.1.4,0.1.4.3,0.011,4077.044660495546,F,96
0.1.2.1,0.1.2.1.1,0.001,1593.504331115113,F,96
0.1.3.1,0.1.3.1.1,0.008,3261.2430377121273,F,96
0.1.3.2,0.1.3.2.1,0.007,4766.892140715674,G,96
0.1.3.2,0.1.3.2.2,0.002,6716.295069967321,G,96
0.1.4.3,0.1.4.3.1,0.003,4194.280709635904,F,96
0.1.4.3,0.1.4.3.2,0.0,4205.009918756836,F,96
0,0.1,0.007,3067.9995809707098,G,98
0,0.2,Inf,3068.797231011371,G,98
0,0.3,0.004,3568.725333329614,F,98
0.1,0.1.1,0.002,3096.9117621706278,G,98
0.1,0.1.2,0.003,3153.9426942939012,G,98
0.1.1,0.1.1.1,0.003,3137.875105180133,G,98
0,0.1,0.002,208.65191606406296,G,99
0.1,0.1.1,0.006,317.82520696793216,F,99
0.1,0.1.2,0.004,335.8876608170441,H,99
0.1,0.1.3,0.004,640.0720803621825,F,99
0.1,0.1.4,0.011,651.9677078709219,G,99
0.1,0.1.5,0.003,1460.7306435645396,F,99
0.1.2,0.1.2.1,0.0,651.2005089717053,G,99
0.1.2,0.1.2.2,0.008,665.7437454710156,G,99
0.1.5,0.1.5.1,0.002,1777.952717799788,F,99
0.1.2.2,0.1.2.2.1,Inf,2434.181727364046,H,99
0.1.2.2,0.1.2.2.2,0.004,2983.6452968512913,G,99
0.1.2.2,0.1.2.2.3,0.019,3607.4430406398706,G,99
0,0.1,0.005,31.992869331937417,G,100
0,0.2,0.004,637.3539411074981,G,100
0.1,0.1.1,0.002,180.34167918954958,F,100
